Loading sequences.
Calculating pairwise edit distance.
626 / 703 > 5100 | pig | platypus
627 / 703 > 4387 | pig | rabbit
628 / 703 > 8874 | pig | randgen0
629 / 703 > 8913 | pig | randgen1
630 / 703 > 8954 | pig | randgen2
631 / 703 > 8906 | pig | randgen3
632 / 703 > 4348 | pig | rat
633 / 703 > 3508 | pig | sheep
634 / 703 > 4196 | pig | squirrel
635 / 703 > 4750 | pig | wallaroo
636 / 703 > 3398 | pig | whiteRhinoceros
637 / 703 > 5513 | pigmyChimpanzee | platypus
638 / 703 > 4860 | pigmyChimpanzee | rabbit
639 / 703 > 8862 | pigmyChimpanzee | randgen0
640 / 703 > 8910 | pigmyChimpanzee | randgen1
641 / 703 > 8930 | pigmyChimpanzee | randgen2
642 / 703 > 8884 | pigmyChimpanzee | randgen3
643 / 703 > 4623 | pigmyChimpanzee | rat
644 / 703 > 4505 | pigmyChimpanzee | sheep
645 / 703 > 4538 | pigmyChimpanzee | squirrel
646 / 703 > 5127 | pigmyChimpanzee | wallaroo
647 / 703 > 4381 | pigmyChimpanzee | whiteRhinoceros
648 / 703 > 5200 | platypus | rabbit
649 / 703 > 9024 | platypus | randgen0
650 / 703 > 9023 | platypus | randgen1
651 / 703 > 9059 | platypus | randgen2
652 / 703 > 9039 | platypus | randgen3
653 / 703 > 5307 | platypus | rat
654 / 703 > 5087 | platypus | sheep
655 / 703 > 5088 | platypus | squirrel
656 / 703 > 5016 | platypus | wallaroo
657 / 703 > 5140 | platypus | whiteRhinoceros
658 / 703 > 9035 | rabbit | randgen0
659 / 703 > 9062 | rabbit | randgen1
660 / 703 > 9108 | rabbit | randgen2
661 / 703 > 9105 | rabbit | randgen3
662 / 703 > 4877 | rabbit | rat
663 / 703 > 4469 | rabbit | sheep
664 / 703 > 4506 | rabbit | squirrel
665 / 703 > 5039 | rabbit | wallaroo
666 / 703 > 4285 | rabbit | whiteRhinoceros
667 / 703 > 8773 | randgen0 | randgen1
668 / 703 > 8830 | randgen0 | randgen2
669 / 703 > 8804 | randgen0 | randgen3
670 / 703 > 8820 | randgen0 | rat
671 / 703 > 8886 | randgen0 | sheep
672 / 703 > 8877 | randgen0 | squirrel
673 / 703 > 8962 | randgen0 | wallaroo
674 / 703 > 8902 | randgen0 | whiteRhinoceros
675 / 703 > 8827 | randgen1 | randgen2
676 / 703 > 8810 | randgen1 | randgen3
677 / 703 > 8860 | randgen1 | rat
678 / 703 > 8900 | randgen1 | sheep
679 / 703 > 8876 | randgen1 | squirrel
680 / 703 > 8957 | randgen1 | wallaroo
681 / 703 > 8961 | randgen1 | whiteRhinoceros
682 / 703 > 8808 | randgen2 | randgen3
683 / 703 > 8859 | randgen2 | rat
684 / 703 > 8939 | randgen2 | sheep
685 / 703 > 8888 | randgen2 | squirrel
686 / 703 > 8998 | randgen2 | wallaroo
687 / 703 > 8998 | randgen2 | whiteRhinoceros
688 / 703 > 8835 | randgen3 | rat
689 / 703 > 8928 | randgen3 | sheep
690 / 703 > 8888 | randgen3 | squirrel
691 / 703 > 8984 | randgen3 | wallaroo
692 / 703 > 8948 | randgen3 | whiteRhinoceros
693 / 703 > 4411 | rat | sheep
694 / 703 > 4326 | rat | squirrel
695 / 703 > 4919 | rat | wallaroo
696 / 703 > 4421 | rat | whiteRhinoceros
697 / 703 > 4201 | sheep | squirrel
698 / 703 > 4739 | sheep | wallaroo
699 / 703 > 3708 | sheep | whiteRhinoceros
700 / 703 > 4908 | squirrel | wallaroo
701 / 703 > 4318 | squirrel | whiteRhinoceros
702 / 703 > 4751 | wallaroo | whiteRhinoceros
Building clusters.
Results:
cluster 0: blueWhale, finWhale
cluster 1: graySeal, harborSeal, cat
cluster 2: fruitBat, armadillo, dog, donkey, pig, guineaPig, horse
cluster 3: wallaroo, opossum, platypus
cluster 4: aardvark, whiteRhinoceros, rabbit, indianRhinoceros, elephant
cluster 5: baboon, gorilla, orangutan, gibbon, pigmyChimpanzee, human, chimpanzee
cluster 6: randgen0, randgen1, randgen3, randgen2
cluster 7: rat, mouse
cluster 8: fatDormouse, squirrel
cluster 9: cow, sheep, hippopotamus
